Id,y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
10,0,25.737080972453448,30.65195229756831,5.618914301058777,4.264840968152375,4.769642802667817,4.918999109564342,4.613280307030962,4.228478600053015,27.21241952794565,12.829607203460316,15.245229073330764,27.18083025076577,18.334595922401515,39.61396788601428,34.03517718709227,28.31493532459255,19.668624842412697,12.829607203460316,27.21241952794565,12.829607203460316
11,0,25.26613839687867,30.388372485370866,5.513633561943485,4.498959931300453,2.127925617702297,5.201437835210064,6.187635539561935,4.918894775499788,28.305970263290227,21.040568720101657,31.58064861555641,23.659739248870302,29.74470107362968,27.13476928267027,28.342009811081716,29.344274489808306,18.489498538575727,21.040568720101657,28.305970263290227,21.040568720101657
12,0,24.519559050058515,29.10610890657705,5.129386844353065,4.24068335059755,3.884225226685799,4.063111357233048,6.403117081708173,4.371854314491524,34.15458998958012,21.760859250760767,12.217846621337625,30.724270497665135,26.174774256376757,23.5186329499134,24.26100031332405,15.47168141961276,28.445654964779163,21.760859250760767,34.15458998958012,21.760859250760767
13,2,26.393475817722415,20.361107803613166,4.09774729266556,4.581183403858378,4.861554956827275,4.948981212178455,5.600515125993825,5.265034628900457,30.11482684846721,15.020782768842489,28.306404727131174,23.224261467642286,14.774669588219314,30.130449399265615,27.729169810276172,32.825040768810034,29.51703316367005,15.020782768842489,30.11482684846721,15.020782768842489
14,1,21.52306964654411,21.877562688223296,6.19788936776109,3.779308008918781,4.260420389172091,3.6446551292426603,5.798773306076902,4.811366539245364,32.65484905646723,30.806152186686795,22.158392605371787,22.496281647604896,18.076768759845606,24.358944100333044,29.661290577833608,27.232764175765865,12.971856434237443,30.806152186686795,32.65484905646723,30.806152186686795
15,0,18.139591782231108,30.77757293716107,4.808984677968148,4.134463118873604,4.847198937535593,4.116673532547201,6.182109078018288,4.55043455459772,40.22808044123511,17.355107355062657,26.59989767957621,27.303935234592146,16.345984355575155,35.85654489370003,40.9352923601039,29.083792023280633,27.382337202474435,17.355107355062657,40.22808044123511,17.355107355062657
16,1,19.97222979727569,28.556368022289796,5.611131775973896,4.2621391606844234,3.3676706945700414,4.349080463328455,6.770346795120958,4.05473831187021,31.481064573272974,27.360080941150002,18.297262499291147,24.1050657421777,28.444420593001915,19.55837172175314,22.843778631819085,14.788293134389354,33.25401380333145,27.360080941150002,31.481064573272974,27.360080941150002
17,2,34.915145737730676,23.338051562204036,6.13440026734668,5.1068013079774905,4.050543179134164,4.783947796524914,3.5737135439208347,4.629040789577475,25.136132448074854,18.02011148764432,34.49052433590775,20.531304585010155,29.61675374799759,33.102245601126725,29.680701806665187,52.528080349844345,33.69317427132004,18.02011148764432,25.136132448074854,18.02011148764432
18,2,25.35848286638977,26.69409113773391,5.618747719344394,4.894726370682813,2.304354250618385,3.7425558223204036,6.707399761739144,4.439136909593549,27.542798161207173,18.576484564196,18.30801310198713,30.5695634701392,34.22900588629576,28.290843197961415,27.38203761678376,12.554036781885806,16.437665426584058,18.576484564196,27.542798161207173,18.576484564196
19,1,22.57563426504051,27.373996504278463,5.585031467556921,4.476247364669549,3.5204059585829883,5.315958628820961,6.687872595329547,4.614260180823686,31.883034382938288,30.409681281535512,13.101435405022492,22.930769606467003,29.998100934769163,13.229134372430298,15.990923100407226,13.499994382029485,32.523358192440185,30.409681281535512,31.883034382938288,30.409681281535512
20,1,22.83785316955965,30.59750181886352,5.4847670865829015,4.433564757581104,4.231414135253,2.9251526975287576,6.1600826618154425,2.9183586837094486,28.459092027884033,26.407629462448124,23.317035439355365,24.469907219433118,26.904182318832966,18.94538335548041,19.89625360249043,24.58208867519222,22.968461915252778,26.407629462448124,28.459092027884033,26.407629462448124
21,0,26.576560409222324,29.627210868965328,4.645940549233809,4.018100977979211,5.270361842989514,4.657423883232332,6.768436907980425,3.4974872717261425,31.895992758153497,11.120324403043615,28.50905748423081,27.182050659658508,28.914819893270508,36.43079501075647,36.57720650018567,20.48300827762918,25.768219952963772,11.120324403043615,31.895992758153497,11.120324403043615
22,0,26.008838583243296,24.584741205562672,4.893417789652128,4.269063061057865,4.800663813581064,4.495449037973464,6.348256762234161,3.258383125508802,42.78075109373866,13.995810982407146,34.80055111238198,17.346704388039413,24.296622725193497,40.41098373545122,47.432664311029946,34.955685176398774,24.57462151770628,13.995810982407146,42.78075109373866,13.995810982407146
23,2,31.64468335420935,23.39286463212109,6.322726080012681,4.370052835971044,3.942109703656153,4.126245580233616,6.7602278019484,5.385752746606593,29.903710930668392,21.84855388404707,16.95536729763352,27.07050362939968,33.39296678475685,31.85430103732852,34.39979085323066,10.680742576643329,29.796641569650188,21.84855388404707,29.903710930668392,21.84855388404707
24,1,20.988620659865482,23.48941161445532,5.696754222928667,4.6157693502821635,3.5383148884624864,4.401453835042724,6.394054531385025,2.1977860897060535,33.69586838529132,27.86245187255556,19.488414228900698,26.468195303523846,27.052734788240926,20.48823180335857,24.601365172111255,21.20304780823346,28.050247510733843,27.86245187255556,33.69586838529132,27.86245187255556
25,0,20.33093347920442,28.71185813517069,5.093004010513904,4.867509575014054,4.271001361139884,5.002862545986309,4.61057678439945,3.8551843890784037,23.242010967741695,20.176075001135754,22.016559533433874,27.88032324841589,10.932886356575384,27.123523577203933,21.622734439859794,33.25959052432856,17.808546603074472,20.176075001135754,23.242010967741695,20.176075001135754
26,2,21.96998088622472,26.88004895906206,6.2695093621964695,2.612938517192944,3.2042794188193198,3.451629930593827,5.34040570683754,4.587951796233266,25.0550209853807,23.363656497625097,24.034839915812398,22.824784375259593,35.8679245308262,24.604982655587154,22.92777758831361,31.714521922703092,30.301726002663617,23.363656497625097,25.0550209853807,23.363656497625097
27,2,27.55862298814778,25.055575399246536,6.010227778136567,4.033947923316481,4.88616253350883,4.144914252555861,7.198909503465051,3.434881070670442,27.697830340178843,18.9501289831119,16.094731737709235,28.04779492596563,40.479938482342455,29.56566824992622,30.042199823582827,4.654164275594357,29.761946964260105,18.9501289831119,27.697830340178843,18.9501289831119
28,0,31.50004108055739,29.393324801142143,4.702508781134806,4.646979432449399,3.836544413848792,4.058882991447782,5.789091001216047,4.883179794581523,30.09507131761833,13.252915484387577,26.464409115895464,23.50521115789705,27.562157837168705,31.434577720329408,28.787776855986422,30.40992982402831,27.966989169839106,13.252915484387577,30.09507131761833,13.252915484387577
29,2,27.10179942341711,21.62624176095207,6.176231769973827,4.223649793560368,4.293450828802522,3.3411562148425484,4.792446793232068,3.2223774595465526,22.05009874552427,25.60235879352016,12.343237014033662,18.629143567036387,29.5214664871828,19.361771559403678,13.880177229782053,26.584552202116967,31.288539894300396,25.60235879352016,22.05009874552427,25.60235879352016
30,1,22.136148970129497,28.485954307506972,6.045621527553466,4.595024170696587,4.289011366735563,4.021034739435013,6.7315878131446985,2.613087532783196,32.8705578376427,36.67924706447504,25.42010556838081,18.2563815889429,19.364632780796967,16.050616182183013,24.71807892923007,20.630098856974875,21.634413992041747,36.67924706447504,32.8705578376427,36.67924706447504
31,1,24.856603855929112,28.34214841199301,6.716443791682449,4.45853661141725,4.45170838551369,3.213862627296175,6.061521668853687,3.534603012581917,32.07079164309635,32.391392112307265,14.614694512441222,23.96179077472739,16.49395820445353,27.579611896025863,33.621157468064624,16.767911894355784,19.132041307776838,32.391392112307265,32.07079164309635,32.391392112307265
32,1,18.03845403739079,27.1810897308945,6.944431727293956,4.974471939491942,4.130758734290749,3.865005164482048,6.12534409410573,3.3001014013748984,19.918031017431105,29.925800705839904,17.71866924102021,21.39169581465645,13.746444035460307,31.45647694871391,32.61885734376909,10.477542915005847,18.014343665053467,29.925800705839904,19.918031017431105,29.925800705839904
33,2,26.052179830126683,30.090250323703764,6.21701892959168,4.285174365730079,3.6294745069352192,3.2815097305777425,6.764354851208582,3.171865497148351,18.527330478547526,33.6443007702847,47.03775265606539,27.097437734181284,18.84373784047825,21.09082112124941,26.502032004080164,27.945483885706057,24.09182662094963,33.6443007702847,18.527330478547526,33.6443007702847
34,0,24.829129406585352,31.41701932692812,4.826735545244299,4.81151205666376,2.77001879370167,3.314546337485211,6.480853186925949,4.957863263811722,41.60300707780635,26.117943149339176,23.886008894482053,29.889746987804298,12.752995943188283,25.476376677716388,33.40455782898577,25.626991621966717,26.061227510691765,26.117943149339176,41.60300707780635,26.117943149339176
35,2,29.391562448600865,13.137185263986241,6.395387534103696,4.252314505906903,4.202625427831795,3.39215953392078,3.8909774359333937,3.2952136495281925,13.551974982952757,29.752137386459072,18.46762409348672,20.089700763225373,18.528701398046437,17.464107571018346,9.757392786801649,32.86479450186731,24.69955059202038,29.752137386459072,13.551974982952757,29.752137386459072
36,1,32.98776922312136,28.850684017949888,3.9636710395259933,4.59879886902813,4.076772985660009,4.377535848958452,5.928912455514119,3.572092925645472,20.030506471757832,7.7591919101788465,15.594263034360836,28.161348085514774,47.209909387010214,19.784848620781446,6.621863230439164,20.34486714631832,18.951148766747842,7.7591919101788465,20.030506471757832,7.7591919101788465
37,0,17.85339966651415,25.935447220425875,6.001047742657703,5.682429558293663,3.231318566240954,4.18111195875775,5.844735280070432,4.365762621946684,22.60678366177946,21.489129329001415,34.87861072599625,29.587999065004684,34.439421176690395,27.000845335032828,26.1136400173558,32.979823913316594,33.75494134968878,21.489129329001415,22.60678366177946,21.489129329001415
38,1,28.01448835521932,23.510892170654646,6.606841105572996,4.545723905292525,4.957871224548006,4.29226648385558,6.250881068588779,3.1866034048855996,11.975383788089173,8.183689720903246,16.96622669968264,22.73166436045888,39.14091899411879,44.938794524189554,35.22487242653517,5.255579851354781,28.8979263543473,8.183689720903246,11.975383788089173,8.183689720903246
39,2,18.485910722011315,28.685371212707164,5.269808548768904,4.315350334701458,3.3681269975716623,5.118800243120396,6.117640135598126,3.5303566256291106,27.171691910317275,22.20638550156361,9.87668999866516,21.290470136545252,23.71866695278344,21.812690950418325,18.672238073121513,13.17218761779402,22.379109844631813,22.20638550156361,27.171691910317275,22.20638550156361
40,0,27.91463296438188,20.261921257869943,5.015891443142163,3.460675293925728,4.2089617729479345,4.969415598151685,5.772755877778127,3.0080882507956477,29.026157240291287,19.76066708261791,18.116239124143622,23.129963650992092,22.17897466687755,25.219870129697142,22.842019716997783,23.79932134812062,24.821017129500824,19.76066708261791,29.026157240291287,19.76066708261791
41,0,28.576580384766658,28.55479750880509,5.164950617425115,5.146096202637234,4.749229968730748,4.9790889430352445,5.772524779967388,3.352451805801676,40.05739061013628,22.32283904043272,11.348320812437937,32.21201913525991,16.552447704689563,28.17442126313324,31.272252823958286,23.11293658567243,27.026246242078066,22.32283904043272,40.05739061013628,22.32283904043272
42,2,28.95087081723745,29.099531114048276,6.5988056913895266,4.403314112773202,3.7269544975682747,4.82279786139518,6.1305397223720535,3.3724399863171857,24.38398847002933,23.34586967045898,26.985489254256983,19.94839472599056,40.68887828227431,27.759666210487403,28.34270829467045,24.70148616967952,22.596199972404193,23.34586967045898,24.38398847002933,23.34586967045898
43,0,15.086787605370224,22.630722448848065,5.630461421171573,5.006505384037795,4.084128585127645,5.138591566085342,5.767878757131534,4.639951757157889,25.718758241323194,19.94674998621203,32.269958868106876,26.346140275037733,36.972611937323194,24.910669269195115,23.551566345377857,34.57012339149851,16.299242727680458,19.94674998621203,25.718758241323194,19.94674998621203
44,0,20.293923205054103,22.23077842564055,5.512301470779488,4.8513350030105595,3.728843452519354,4.372984325078153,6.375211734574665,4.323020052661515,33.78096842451277,23.614193728817305,8.608426920784854,26.71613724882091,27.952428452139134,22.70614497507036,23.606930004709948,12.908450953934473,24.013896215642582,23.614193728817305,33.78096842451277,23.614193728817305
45,2,17.447282759290005,35.69749293585943,5.768725850287367,4.410816412790508,4.948278980876744,3.8342513020072393,5.044554338544658,2.8596887097408303,41.06736864790031,16.477191538433644,23.953223779315792,24.790052016839077,17.294166502349157,43.25781422540349,47.863378094109024,37.62546930090288,18.88428776114349,16.477191538433644,41.06736864790031,16.477191538433644
46,2,20.29153231459114,29.56941379874682,6.722844599138352,5.36438161607284,4.738114877895471,4.422666782949978,5.628962081455661,4.712259190342488,24.26214430917004,26.116464499688693,26.880012950728187,26.200915903368845,38.70333522014897,25.0339201749615,25.52106421051348,30.321566578743557,18.4269968352191,26.116464499688693,24.26214430917004,26.116464499688693
47,0,23.407667186227876,25.669908912140926,5.100371994199833,3.4848752556144933,4.909642699164235,3.8191856611913515,5.782957973518226,3.5217142480754746,33.62359701000325,14.361853780343537,23.670708559666245,17.18708375994296,18.46046693654221,38.15088739642648,38.48537156680318,27.417874148414796,29.12290908705877,14.361853780343537,33.62359701000325,14.361853780343537
48,0,22.41382119382849,26.32255672607957,5.789515491562049,4.992290308987786,5.508345151559398,4.650235382631988,4.338789421842373,4.201020981047811,28.554499545896363,14.855800394987103,22.986921357357954,21.440381011730025,14.722072937017348,41.35313472444592,38.43645152758751,36.411892480128806,24.568469757800877,14.855800394987103,28.554499545896363,14.855800394987103
49,1,32.98938880514716,12.97706450511118,5.812349563237397,5.145113148871801,4.3176515001136035,3.7682306504702465,6.181951818497571,3.899078672892906,18.226461040084303,21.143199547597277,19.612762932150495,32.61883105183053,23.77613028955478,27.07680479846152,22.426755971011186,13.63476510376021,15.020075973452292,21.143199547597277,18.226461040084303,21.143199547597277
50,2,34.53960566934562,14.900760726893218,5.308308525206455,4.777379226060693,3.2740731051145997,4.341875771278219,7.0230778668327325,2.567250678797891,29.001642949974954,12.440715111770619,20.96036049110905,20.832462627871507,47.02445114436806,30.103810702673375,28.240210937683663,12.885019459499972,22.266055741261937,12.440715111770619,29.001642949974954,12.440715111770619
51,1,26.52310274993472,32.13508033892606,6.2295816201717376,3.8451295190229167,4.162453536626127,4.3946450684754605,6.61210358016181,3.6664311392736213,45.62962971742163,37.39344729382387,4.977160885913516,24.095462442222768,25.36081978826903,15.082913396130909,26.239000080915904,14.088155632378259,22.6912102801335,37.39344729382387,45.62962971742163,37.39344729382387
52,0,20.21532098487598,23.04066804063043,5.080304170602015,5.119591128137744,3.802566700025032,4.565554903352902,6.401567993566488,3.9022432788360213,28.353486338261025,13.920468372870712,27.23597684584638,25.239484014391245,17.589844943283424,38.94836125646214,38.602591552528985,19.86193749599048,17.038751691841505,13.920468372870712,28.353486338261025,13.920468372870712
53,2,16.72826311371729,19.424109958972892,5.270965329386776,4.256736907977124,5.108115340712258,3.436283400620849,6.700930599952074,4.842384126987182,31.194425367061804,13.292723191112291,23.29938380965025,30.859721225433784,39.059877479982134,32.648339948064084,32.22291818385463,18.572676545771706,32.26628845952867,13.292723191112291,31.194425367061804,13.292723191112291
54,1,28.55744701543142,31.146783921227218,6.204426777135932,4.631424070191895,4.353920509661654,5.759175453378012,6.338535001136616,4.077505155343757,30.009548883137107,26.309843973291688,20.961249582788124,29.889313231180314,22.550472042375283,28.861753318195955,32.614759459185485,18.341199883294287,27.89582054133686,26.309843973291688,30.009548883137107,26.309843973291688
55,2,32.23724404333965,26.29395100906603,6.28662231520978,4.414375946325983,4.779934973684682,4.661143156636989,4.632653640463308,3.556469101641254,15.761046449077869,36.696721515847486,1.3950450949491167,21.98252136584202,18.533648088503462,5.0805397287147365,-2.398614296925854,17.31464327077022,19.243922868958173,36.696721515847486,15.761046449077869,36.696721515847486
56,2,21.674339686862204,20.303075709922457,6.117909480498444,4.930009075615943,4.8907076283892845,3.667968398936947,4.465214931656103,3.832197492215447,25.851597792571308,19.22228721622523,23.29010316165935,18.152581965694296,31.027619541139416,30.06895593444474,26.365670941624522,38.19856669863901,24.65601395997065,19.22228721622523,25.851597792571308,19.22228721622523
57,0,18.434311165591495,23.414340924604478,4.764735717008875,4.452442815983037,3.2622758691677083,5.006503261058588,6.4862410778894155,3.2042260316923556,42.03994597910376,25.410061467821112,20.250936582293203,26.32338212343135,17.52506371099375,23.36415905451041,30.233476374951394,24.079876010995065,21.26700658240013,25.410061467821112,42.03994597910376,25.410061467821112
58,0,30.295087251912058,23.541614799555624,5.517021222037372,4.314577939652825,3.6523089311841526,4.244479025028183,4.106725919796298,4.639981590328455,21.94994599060656,11.164162100688982,10.715748363372516,29.046149476316778,18.572911430489754,37.63606988768462,27.33369043882872,26.67025411807584,25.11015408725543,11.164162100688982,21.94994599060656,11.164162100688982
59,0,21.242045374334868,35.25236074865283,5.859627854413001,4.929668021641482,4.534131931406187,4.559707980414399,6.588124599866234,4.073421426684242,37.044149040993155,18.88638225653455,27.069853621945438,20.657280419085314,30.357683172771374,36.57830583063743,42.53117769826588,23.67689236682565,25.41706247293298,18.88638225653455,37.044149040993155,18.88638225653455
60,2,20.561034338882,24.209354074894417,6.650496737167453,5.047129834382144,4.039500867419914,4.030334300702992,5.733874359348155,3.455006154545672,21.33067844587385,33.47134755999662,25.16656831553501,27.786385544885093,18.32327070106169,21.699926544763265,23.51956823493503,24.23916750862375,31.55411083446566,33.47134755999662,21.33067844587385,33.47134755999662
61,2,17.06657783665104,28.64585016998664,5.198643330398499,4.19266163173209,3.523296425422209,4.686181853186488,7.177278402744895,3.851470320570539,23.55028296497479,16.766115603582996,17.18595370313788,26.30638201809454,43.208069829525556,22.326727643450717,18.406462192703557,5.989086573416776,27.229472757094126,16.766115603582996,23.55028296497479,16.766115603582996
62,2,28.48384123968148,28.234190209481387,6.710117730649988,4.450924562957965,3.479875628365761,3.756743811394178,5.361080862181171,4.57935481927235,17.224010690098517,35.019370844407796,28.254227656238086,34.229297635005,14.738971849587656,20.159157590954226,20.526078815595753,28.103615224833955,22.788784434058485,35.019370844407796,17.224010690098517,35.019370844407796
63,2,24.432128590894884,22.710369154071426,6.32103597969484,3.7321434801411404,3.3009417726535344,3.6553929950751862,6.1738214011984445,4.0265889732638565,16.235664527708813,33.34900551406197,25.866720310095776,30.13458229953306,20.346692279394457,16.409759966182808,15.714730327890408,18.62614566570899,24.810179730129672,33.34900551406197,16.235664527708813,33.34900551406197
64,2,23.349513493355015,25.861267086752207,6.34429355169351,2.296484082862737,3.8324736209925776,3.7591854657392765,6.051485194708158,3.9800916970494598,23.143007330143828,27.863211660680598,13.938163598632695,27.77123661340509,35.44580033062662,17.97298653615849,16.091836879518606,16.283660609106377,27.197441558889523,27.863211660680598,23.143007330143828,27.863211660680598
65,0,22.86990264764663,25.493698852244947,5.285419637840011,3.5540741525666366,3.9730479493600988,5.2185857046618835,5.932042589057699,2.154649721416325,23.43579015733992,12.496275643493956,20.075973715296996,23.030613696143494,22.997297604099217,36.50687899282867,31.19152420117863,18.22264648856606,32.02684168327603,12.496275643493956,23.43579015733992,12.496275643493956
66,0,25.07601433222551,22.468754881972387,5.591272656664308,5.015453844513756,4.0578265946711545,5.378986323688028,6.525791165469124,4.653943341385195,21.847452849589008,14.280745227697558,23.238331937187255,24.864221483196385,22.242454767072655,38.25216129437102,35.100617816783306,12.056721414622082,27.419418209531706,14.280745227697558,21.847452849589008,14.280745227697558
67,2,17.879609455626365,14.185274362838125,6.831695284994616,3.617579175813539,4.337740457625512,4.407300590870865,6.132453587866464,4.4550399602737,23.388075534078467,33.53973337868478,24.216001475876944,15.406664406741346,20.31888067094759,24.116309054747713,27.963198558647573,19.72377349214173,21.91166968091985,33.53973337868478,23.388075534078467,33.53973337868478
68,1,22.332359005912487,26.310831267962918,6.399554598291596,4.5546487372622675,4.7078621012229,5.527136284563346,6.907513007506357,4.363355126269489,21.1278145797721,20.839270324091622,19.7979850384052,18.8525678025269,27.19214465675598,34.707723652436684,34.32253465604562,4.734531855364548,23.82633823474087,20.839270324091622,21.1278145797721,20.839270324091622
69,1,28.59549112963867,27.66709725416444,5.534902648855885,3.968523898266721,4.021726030277057,4.689115532059793,6.13220996120821,3.9859153301645756,35.58175189473356,24.739033175646227,12.35502494685526,21.380643351671978,32.77600834904726,19.820187224592033,21.593856050556745,20.87503223004257,21.85603207215761,24.739033175646227,35.58175189473356,24.739033175646227
70,1,27.981418272801793,33.96908621913131,6.174461294726024,5.094081865550109,4.159693346535316,3.7422008993307374,6.426779052245566,3.1164387452664597,27.87312921234674,24.826721245220888,17.634185970777775,31.816074788866434,20.263510965258252,30.640381508534723,32.79134206048503,12.907918294646727,22.51277320561121,24.826721245220888,27.87312921234674,24.826721245220888
71,1,22.26875026066064,26.096394733718277,3.2433722169927877,4.497564434338653,3.45583192942737,3.8849027582494986,5.161955127146193,4.062331615555297,20.947515395902162,0.08584408358949247,13.28268715660709,31.43896710399514,52.212094838339034,22.821812843904482,5.277463288407079,27.651185672608236,18.95678589404648,0.08584408358949247,20.947515395902162,0.08584408358949247
72,1,28.14014006064665,25.653768731753537,4.621005350337109,3.6973356214542448,3.867905905115405,4.7365080847104135,6.228397796623818,4.67658625475938,38.01779074455727,10.261172377537388,21.277477995217374,20.872628485472937,24.653786654864934,39.310860021461586,40.08832561728106,23.80088331566339,23.613826893830222,10.261172377537388,38.01779074455727,10.261172377537388
73,2,29.743928966097887,22.05631000311812,5.096766160582015,4.377799810629844,3.795872289062325,3.869182420683463,6.651596142808309,3.5315561131278743,26.489614137830195,18.736519937177466,17.040403848001887,20.959266620040417,28.902361894300235,24.993975334214277,22.53507579954175,12.05122894145302,25.149162017872403,18.736519937177466,26.489614137830195,18.736519937177466
74,2,29.961516806438354,23.089174356300216,5.241847412718085,4.711799142799431,4.189245593065252,5.1142077634301,6.294549814642223,4.652271401931568,30.8302229795026,14.82139880789534,21.402591270864892,29.491732689119402,35.27978448000726,30.599485534977692,29.264878436738783,21.85998647452276,32.45031782532496,14.82139880789534,30.8302229795026,14.82139880789534
75,0,26.583484764538152,18.4039391291086,6.539841231127839,4.640971150071367,3.7767402509098282,4.8901062816920575,6.05365845751541,4.505730156972364,25.262961111437335,24.14279771045258,8.036585304961113,30.808974566783863,22.938778751431986,31.144771124085246,30.109573750288803,8.427295229846834,16.57755766515359,24.14279771045258,25.262961111437335,24.14279771045258
76,1,23.047701212484245,20.642238716489537,6.0344208197585445,3.7375954851819064,4.856750374225714,4.234584954379784,4.9433591139405655,3.7696354527433966,20.089211011402924,23.192806214995926,25.15640862892099,24.67406833713019,27.76432007820805,23.867861606448137,19.270521168940412,33.05293901186157,27.988489165497427,23.192806214995926,20.089211011402924,23.192806214995926
77,0,15.702476974710004,31.529837226313354,4.639101231030753,3.6255850318175002,4.098432772578766,4.622658275635072,6.486070936814182,3.833672520794169,32.75037886370769,12.421444986104543,10.896497026591332,24.062743508787694,33.93149735525385,28.9456822935571,25.57589465557801,13.019778284701111,22.21270252618595,12.421444986104543,32.75037886370769,12.421444986104543
78,2,23.757115368946042,23.526749352278884,4.619289012445494,4.110185423062033,4.560114163287172,5.026154171223045,5.744461441590411,4.298518861712749,31.35115787782382,14.260154359615427,27.62938488280918,25.416348503205192,23.631023695964657,31.662349506533914,30.0988042438736,31.969516606207698,13.953070433873997,14.260154359615427,31.35115787782382,14.260154359615427
79,2,25.425319113679098,22.347840642413,6.355315474608371,5.372241994046925,3.088854812926021,3.690998334115991,6.117286853616473,2.4066632560382235,18.808841212593347,34.07985658067457,17.821931227650122,24.328910843364287,23.592109807100424,13.689032441800107,12.68025662723977,15.39238530056316,18.340447116857973,34.07985658067457,18.808841212593347,34.07985658067457
80,1,29.172613895445586,31.56664572227524,6.497239290520108,4.740098149229752,4.508373035359453,5.01902139369129,5.094324111171511,4.240215386763894,12.936777935688294,13.406434939276313,18.180828938539328,26.796627970179646,36.382803208887346,35.76284886559481,25.333807781030472,20.754928879108935,22.208669003706277,13.406434939276313,12.936777935688294,13.406434939276313
81,2,32.92553463055241,25.303635990365663,6.484898438683143,5.08335642015856,4.610786449344143,3.871348281594313,6.321449124590413,3.4637591037534174,11.08369243077108,40.10248545945707,6.267225723936649,18.77103078348479,24.482754843987568,1.640032964621323,-3.3345822943187065,2.156771660071426,24.756993279121634,40.10248545945707,11.08369243077108,40.10248545945707
82,0,29.264561094607835,28.686990842294364,6.451859056954877,5.470196757813103,3.604646796702105,3.1544027865381152,2.876049992993757,3.8444383789872467,18.762604583095165,24.603596200088983,16.238527835317605,25.380153118011407,10.117590168994576,29.89227131730788,23.001939097282985,36.93991911547348,25.219711950447902,24.603596200088983,18.762604583095165,24.603596200088983
