Id,y
2755,0
2756,2
2757,2
2758,2
2759,0
2760,2
2761,2
2762,2
2763,2
2764,0
2765,0
2766,2
2767,1
2768,2
2769,2
2770,2
2771,2
2772,2
2773,2
2774,2
2775,2
2776,2
2777,2
2778,2
2779,1
2780,1
2781,0
2782,2
2783,2
2784,0
2785,1
2786,2
2787,2
2788,2
2789,0
2790,1
2791,2
2792,2
2793,2
2794,2
2795,2
2796,1
2797,1
2798,1
2799,1
2800,1
2801,0
2802,2
2803,1
2804,0
2805,2
2806,0
2807,2
2808,2
2809,2
2810,1
2811,1
2812,2
2813,2
2814,1
2815,2
2816,2
2817,2
2818,1
2819,2
2820,1
2821,1
2822,2
2823,0
2824,2
2825,1
2826,1
2827,0
2828,0
2829,1
2830,2
2831,0
2832,0
2833,2
2834,2
2835,2
2836,2
2837,2
2838,2
2839,2
2840,2
2841,2
2842,0
2843,2
2844,2
2845,0
2846,2
2847,0
2848,2
2849,2
2850,2
2851,2
2852,2
2853,2
2854,1
2855,2
2856,2
2857,1
2858,2
2859,2
2860,2
2861,2
2862,2
2863,2
2864,2
2865,2
2866,1
2867,1
2868,2
2869,1
2870,2
2871,2
2872,2
2873,0
2874,2
2875,1
2876,1
2877,2
2878,2
2879,2
2880,2
2881,0
2882,2
2883,1
2884,2
2885,2
2886,1
2887,2
2888,2
2889,1
2890,2
2891,2
2892,0
2893,1
2894,2
2895,1
2896,0
2897,2
2898,2
2899,2
2900,1
2901,2
2902,2
2903,2
2904,0
2905,2
2906,2
2907,2
2908,2
2909,1
2910,2
2911,2
2912,2
2913,2
2914,0
2915,2
2916,2
2917,1
2918,2
2919,2
2920,1
2921,0
2922,0
2923,0
2924,0
2925,1
2926,2
2927,0
2928,1
2929,2
2930,2
2931,2
2932,2
2933,2
2934,2
2935,2
2936,2
2937,0
2938,2
2939,2
2940,2
2941,1
2942,1
2943,2
2944,2
2945,1
2946,2
2947,2
2948,2
2949,2
2950,0
2951,0
2952,2
2953,1
2954,2
2955,2
2956,2
2957,2
2958,2
2959,2
2960,2
2961,2
2962,2
2963,2
2964,2
2965,2
2966,2
2967,2
2968,2
2969,2
2970,0
2971,2
2972,2
2973,1
2974,2
2975,2
2976,2
2977,2
2978,2
2979,2
2980,2
2981,2
2982,0
2983,0
2984,2
2985,2
2986,2
2987,1
2988,2
2989,0
2990,2
2991,2
2992,2
2993,2
2994,1
2995,2
2996,0
2997,2
2998,2
2999,2
3000,1
3001,2
3002,1
3003,2
3004,1
3005,2
3006,2
3007,1
3008,0
3009,0
3010,2
3011,2
3012,2
3013,2
3014,2
3015,1
3016,2
3017,2
3018,2
3019,2
3020,2
3021,2
3022,1
3023,2
3024,2
3025,2
3026,2
3027,0
3028,2
3029,2
3030,1
3031,1
3032,2
3033,2
3034,2
3035,0
3036,2
3037,2
3038,2
3039,2
3040,0
3041,2
3042,2
3043,2
3044,2
3045,2
3046,0
3047,1
3048,2
3049,2
3050,2
3051,2
3052,2
3053,1
3054,0
3055,2
3056,2
3057,2
3058,1
3059,2
3060,2
3061,2
3062,2
3063,0
3064,1
3065,2
3066,0
3067,2
3068,2
3069,2
3070,2
3071,2
3072,2
3073,0
3074,2
3075,2
3076,2
3077,2
3078,2
3079,2
3080,2
3081,1
3082,2
3083,2
3084,2
3085,2
3086,2
3087,2
3088,1
3089,1
3090,0
3091,1
3092,2
3093,2
3094,2
3095,2
3096,1
3097,2
3098,2
3099,1
3100,1
3101,2
3102,0
3103,1
3104,0
3105,1
3106,2
3107,2
3108,2
3109,0
3110,2
3111,2
3112,0
3113,2
3114,2
3115,2
3116,2
3117,1
3118,2
3119,2
3120,2
3121,2
3122,2
3123,2
3124,0
3125,1
3126,1
3127,2
3128,2
3129,2
3130,2
3131,0
3132,2
3133,1
3134,2
3135,0
3136,2
3137,2
3138,2
3139,2
3140,2
3141,2
3142,0
3143,0
3144,1
3145,1
3146,2
3147,2
3148,0
3149,2
3150,1
3151,1
3152,2
3153,2
3154,2
3155,2
3156,2
3157,2
3158,2
3159,0
3160,2
3161,1
3162,2
3163,2
3164,2
3165,1
3166,0
3167,2
3168,1
3169,0
3170,2
3171,1
3172,2
3173,2
3174,1
3175,2
3176,0
3177,1
3178,2
3179,1
3180,2
3181,2
3182,2
3183,1
3184,2
3185,2
3186,1
3187,2
3188,2
3189,1
3190,2
3191,2
3192,0
3193,1
3194,0
3195,2
3196,2
3197,2
3198,1
3199,2
3200,2
3201,0
3202,2
3203,0
3204,2
3205,2
3206,2
3207,2
3208,1
3209,1
3210,2
3211,2
3212,1
3213,0
3214,2
3215,1
3216,2
3217,0
3218,2
3219,1
3220,2
3221,2
3222,2
3223,2
3224,2
3225,2
3226,2
3227,2
3228,1
3229,2
3230,0
3231,1
3232,0
3233,2
3234,2
3235,1
3236,0
3237,2
3238,2
3239,2
3240,2
3241,1
3242,2
3243,2
3244,2
3245,1
3246,0
3247,2
3248,2
3249,0
3250,1
3251,1
3252,0
3253,1
3254,0
3255,2
3256,2
3257,2
3258,2
3259,2
3260,1
3261,0
3262,2
3263,2
3264,2
3265,2
3266,2
3267,2
3268,2
3269,2
3270,2
3271,1
3272,2
3273,2
3274,1
3275,0
3276,1
3277,2
3278,1
3279,1
3280,2
3281,2
3282,2
3283,2
3284,0
3285,0
3286,0
3287,1
3288,2
3289,2
3290,1
3291,2
3292,2
3293,2
3294,2
3295,1
3296,0
3297,2
3298,1
3299,2
3300,2
3301,2
3302,1
3303,2
3304,1
3305,2
3306,1
3307,2
3308,2
3309,2
3310,2
3311,1
3312,2
3313,2
3314,1
3315,1
3316,1
3317,0
3318,1
3319,1
3320,2
3321,2
3322,2
3323,1
3324,0
3325,2
3326,0
3327,2
3328,0
3329,2
3330,1
3331,1
3332,2
3333,0
3334,0
3335,1
3336,1
3337,1
3338,1
3339,2
3340,2
3341,2
3342,2
3343,2
3344,0
3345,2
3346,2
3347,2
3348,0
3349,0
3350,1
3351,2
3352,2
3353,2
3354,2
3355,2
3356,2
3357,2
3358,2
3359,0
3360,2
3361,0
3362,2
3363,0
3364,2
3365,2
3366,2
3367,1
3368,2
3369,1
3370,2
3371,2
3372,2
3373,2
3374,2
3375,2
3376,0
3377,2
3378,2
3379,0
3380,1
3381,1
3382,2
3383,2
3384,2
3385,2
3386,1
3387,2
3388,2
3389,2
3390,0
3391,2
3392,2
3393,1
3394,1
3395,0
3396,2
3397,2
3398,1
3399,1
3400,0
3401,2
3402,0
3403,2
3404,2
3405,2
3406,0
3407,2
3408,2
3409,2
3410,2
3411,0
3412,2
3413,2
3414,2
3415,2
3416,2
3417,0
3418,0
3419,1
3420,1
3421,1
3422,0
3423,2
3424,0
3425,0
3426,0
3427,2
3428,2
3429,2
3430,1
3431,0
3432,2
3433,2
3434,2
3435,2
3436,2
3437,1
3438,2
3439,0
3440,2
3441,2
3442,2
3443,2
3444,2
3445,2
3446,1
3447,0
3448,2
3449,2
3450,2
3451,2
3452,1
3453,2
3454,2
3455,2
3456,2
3457,2
3458,0
3459,2
3460,2
3461,0
3462,1
3463,1
3464,2
3465,2
3466,1
3467,2
3468,2
3469,2
3470,2
3471,2
3472,2
3473,0
3474,1
3475,0
3476,0
3477,2
3478,0
3479,1
3480,2
3481,1
3482,2
3483,2
3484,2
3485,2
3486,2
3487,2
3488,0
3489,0
3490,1
3491,2
3492,2
3493,2
3494,2
3495,2
3496,1
3497,2
3498,2
3499,2
3500,2
3501,2
3502,2
3503,2
3504,2
3505,2
3506,0
3507,1
3508,2
3509,0
3510,2
3511,2
3512,1
3513,2
3514,1
3515,2
3516,2
3517,2
3518,1
3519,2
3520,2
3521,1
3522,2
3523,1
3524,0
3525,2
3526,0
3527,2
3528,2
3529,0
3530,2
3531,2
3532,2
3533,2
3534,2
3535,0
3536,0
3537,2
3538,2
3539,2
3540,1
3541,2
3542,2
3543,2
3544,0
3545,2
3546,2
3547,2
3548,1
3549,2
3550,0
3551,0
3552,2
3553,2
3554,2
3555,2
3556,2
3557,2
3558,2
3559,2
3560,0
3561,2
3562,2
3563,1
3564,0
3565,2
3566,2
3567,2
3568,0
3569,1
3570,1
3571,0
3572,1
3573,1
3574,1
3575,0
3576,2
3577,2
3578,1
3579,1
3580,1
3581,0
3582,2
3583,1
3584,2
3585,2
3586,2
3587,2
3588,2
3589,2
3590,2
3591,2
3592,0
3593,0
3594,1
3595,0
3596,0
3597,2
3598,2
3599,2
3600,0
3601,2
3602,0
3603,2
3604,0
3605,2
3606,0
3607,0
3608,2
3609,2
3610,2
3611,2
3612,1
3613,2
3614,2
3615,2
3616,2
3617,2
3618,2
3619,0
3620,2
3621,1
3622,2
3623,2
3624,1
3625,2
3626,2
3627,2
3628,1
3629,1
3630,2
3631,0
3632,1
3633,2
3634,2
3635,0
3636,0
3637,0
3638,1
3639,2
3640,2
3641,2
3642,2
3643,2
3644,0
3645,0
3646,1
3647,2
3648,1
3649,2
3650,2
3651,2
3652,0
3653,1
3654,0
3655,2
3656,2
3657,2
3658,2
3659,0
3660,1
3661,1
3662,1
3663,2
3664,0
3665,2
3666,2
3667,1
3668,2
3669,1
3670,2
3671,2
3672,2
3673,2
3674,2
3675,2
3676,2
3677,1
3678,2
3679,2
3680,1
3681,0
3682,2
3683,1
3684,2
3685,2
3686,0
3687,1
3688,2
3689,1
3690,2
3691,2
3692,0
3693,2
3694,1
3695,2
3696,2
3697,2
3698,2
3699,2
3700,2
3701,1
3702,2
3703,2
3704,1
3705,2
3706,2
3707,2
3708,1
3709,2
3710,2
3711,2
3712,2
3713,2
3714,2
3715,2
3716,1
3717,1
3718,2
3719,2
3720,1
3721,2
3722,2
3723,0
3724,1
3725,1
3726,2
3727,2
3728,2
3729,1
3730,1
3731,2
3732,1
3733,1
3734,1
3735,2
3736,2
3737,2
3738,2
3739,1
3740,2
3741,0
3742,2
3743,2
3744,2
3745,2
3746,2
3747,1
3748,2
3749,2
3750,0
3751,0
3752,1
3753,2
3754,2
3755,2
3756,0
3757,0
3758,2
3759,1
3760,1
3761,1
3762,2
3763,2
3764,2
3765,2
3766,2
3767,2
3768,2
3769,2
3770,2
3771,2
3772,2
3773,1
3774,2
3775,2
3776,0
3777,2
3778,1
3779,1
3780,0
3781,2
3782,2
3783,2
3784,2
3785,0
3786,1
3787,2
3788,2
3789,2
3790,2
3791,1
3792,1
3793,2
3794,2
3795,2
3796,2
3797,0
3798,2
3799,2
3800,2
3801,1
3802,0
3803,1
3804,0
3805,1
3806,1
3807,2
3808,2
3809,0
3810,1
3811,1
3812,0
3813,0
3814,0
3815,2
3816,2
3817,0
3818,2
3819,1
3820,2
3821,1
3822,1
3823,0
3824,2
3825,2
3826,2
3827,2
3828,2
3829,2
3830,2
3831,1
3832,2
3833,2
3834,2
3835,2
3836,2
3837,0
3838,2
3839,2
3840,2
3841,2
3842,2
3843,2
3844,2
3845,0
3846,2
3847,1
3848,0
3849,2
3850,0
3851,1
3852,1
3853,2
3854,2
3855,2
3856,2
3857,1
3858,2
3859,2
3860,2
3861,2
3862,2
3863,2
3864,2
3865,0
3866,1
3867,2
3868,2
3869,1
3870,2
3871,2
3872,2
3873,1
3874,0
3875,2
3876,2
3877,0
3878,2
3879,2
3880,0
3881,2
3882,2
3883,2
3884,1
3885,2
3886,2
3887,1
3888,2
3889,2
3890,2
3891,2
3892,2
3893,1
3894,1
3895,2
3896,2
3897,2
3898,2
3899,0
3900,2
3901,2
3902,2
3903,2
3904,0
3905,0
3906,2
3907,0
3908,1
3909,1
3910,2
3911,0
3912,1
3913,2
3914,2
3915,2
3916,0
3917,0
3918,2
3919,2
3920,2
3921,2
3922,0
3923,2
3924,2
3925,1
3926,2
3927,2
3928,0
3929,1
3930,2
3931,2
3932,2
3933,2
3934,2
3935,2
3936,2
3937,1
3938,2
3939,2
3940,2
3941,2
3942,2
3943,1
3944,2
3945,1
3946,2
3947,2
3948,2
3949,2
3950,0
3951,1
3952,1
3953,2
3954,2
3955,1
3956,2
3957,1
3958,1
3959,2
3960,1
3961,1
3962,2
3963,1
3964,1
3965,0
3966,2
3967,0
3968,1
3969,1
3970,0
3971,2
3972,2
3973,1
3974,2
3975,2
3976,2
3977,2
3978,2
3979,2
3980,0
3981,2
3982,2
3983,1
3984,2
3985,0
3986,2
3987,2
3988,2
3989,2
3990,1
3991,2
3992,0
3993,1
3994,2
3995,2
3996,2
3997,2
3998,0
3999,1
4000,2
4001,2
4002,2
4003,1
4004,1
4005,2
4006,0
4007,2
4008,2
4009,2
4010,2
4011,1
4012,1
4013,2
4014,2
4015,1
4016,2
4017,2
4018,1
4019,2
4020,1
4021,2
4022,0
4023,2
4024,0
4025,1
4026,0
4027,2
4028,1
4029,2
4030,2
4031,2
4032,2
4033,2
4034,0
4035,2
4036,2
4037,2
4038,2
4039,0
4040,0
4041,2
4042,1
4043,2
4044,2
4045,2
4046,0
4047,2
4048,2
4049,1
4050,2
4051,2
4052,2
4053,2
4054,2
4055,1
4056,2
4057,0
4058,2
4059,1
4060,2
4061,1
4062,2
4063,0
4064,1
4065,2
4066,2
4067,2
4068,2
4069,1
4070,2
4071,0
4072,2
4073,2
4074,2
4075,2
4076,2
4077,1
4078,0
4079,0
4080,2
4081,2
4082,1
4083,2
4084,2
4085,1
4086,2
4087,2
4088,1
4089,2
4090,2
4091,1
4092,1
4093,2
4094,2
4095,2
4096,0
4097,2
4098,1
4099,2
4100,2
4101,1
4102,1
4103,1
4104,1
4105,2
4106,2
4107,2
4108,0
4109,2
4110,2
4111,2
4112,0
4113,1
4114,1
4115,1
4116,2
4117,2
4118,2
4119,1
4120,2
4121,1
4122,2
4123,2
4124,2
4125,1
4126,2
4127,2
4128,2
4129,1
4130,1
4131,2
4132,1
4133,2
4134,0
4135,1
4136,2
4137,2
4138,0
4139,2
4140,2
4141,1
4142,2
4143,2
4144,0
4145,0
4146,1
4147,2
4148,1
4149,2
4150,2
4151,1
4152,2
4153,2
4154,0
4155,2
4156,1
4157,2
4158,1
4159,1
4160,0
4161,2
4162,2
4163,2
4164,2
4165,1
4166,1
4167,1
4168,0
4169,2
4170,2
4171,1
4172,2
4173,2
4174,2
4175,0
4176,1
4177,2
4178,2
4179,0
4180,2
4181,2
4182,1
4183,0
4184,0
4185,2
4186,2
4187,2
4188,2
4189,2
4190,2
4191,2
4192,2
4193,2
4194,0
4195,2
4196,2
4197,1
4198,2
4199,0
4200,2
4201,0
4202,2
4203,0
4204,2
4205,2
4206,2
4207,2
4208,2
4209,2
4210,0
4211,2
4212,1
4213,2
4214,0
4215,2
4216,0
4217,2
4218,2
4219,0
4220,0
4221,2
4222,1
4223,2
4224,2
4225,1
4226,2
4227,2
4228,2
4229,2
4230,2
4231,1
4232,2
4233,2
4234,2
4235,2
4236,2
4237,0
4238,2
4239,2
4240,0
4241,2
4242,1
4243,2
4244,2
4245,1
4246,2
4247,2
4248,1
4249,1
4250,2
4251,1
4252,2
4253,1
4254,2
4255,2
4256,0
4257,1
4258,1
4259,2
4260,1
4261,1
4262,1
4263,0
4264,2
4265,0
4266,0
4267,1
4268,0
4269,0
4270,1
4271,2
4272,1
4273,2
4274,0
4275,2
4276,2
4277,2
4278,2
4279,0
4280,1
4281,2
4282,1
4283,2
4284,0
4285,2
4286,2
4287,1
4288,2
4289,2
4290,1
4291,2
4292,0
4293,2
4294,0
4295,1
4296,0
4297,2
4298,2
4299,0
4300,0
4301,2
4302,1
4303,2
4304,2
4305,2
4306,2
4307,2
4308,2
4309,2
4310,2
4311,2
4312,2
4313,1
4314,2
4315,1
4316,2
4317,2
4318,0
4319,2
4320,2
4321,1
4322,2
4323,2
4324,1
4325,2
4326,1
4327,1
4328,2
4329,1
4330,2
4331,2
4332,2
4333,2
4334,2
4335,2
4336,1
4337,1
4338,2
4339,2
4340,2
4341,2
4342,2
4343,0
4344,1
4345,1
4346,0
4347,1
4348,2
4349,2
4350,1
4351,2
4352,2
4353,2
4354,1
4355,2
4356,1
4357,2
4358,2
4359,2
4360,2
4361,0
4362,0
4363,2
4364,1
4365,2
4366,1
4367,2
4368,2
4369,2
4370,2
4371,1
4372,2
4373,1
4374,2
4375,1
4376,1
4377,2
4378,2
4379,2
4380,2
4381,2
4382,2
4383,2
4384,2
4385,2
4386,2
4387,2
4388,0
4389,0
4390,1
4391,2
4392,1
4393,1
4394,1
4395,2
4396,2
4397,2
4398,0
4399,2
4400,1
4401,2
4402,2
4403,1
4404,2
4405,2
4406,1
4407,1
4408,0
4409,2
4410,2
4411,2
4412,1
4413,2
4414,2
4415,2
4416,2
4417,2
4418,2
4419,2
4420,1
4421,0
4422,1
4423,2
4424,2
4425,1
4426,2
4427,1
4428,2
4429,2
4430,1
4431,2
4432,2
4433,2
4434,2
4435,0
4436,2
4437,2
4438,0
4439,1
4440,2
4441,2
4442,2
4443,2
4444,0
4445,2
4446,0
4447,0
4448,2
4449,2
4450,2
4451,0
4452,0
4453,2
4454,2
4455,2
4456,1
4457,2
4458,2
4459,1
4460,1
4461,0
4462,1
4463,2
4464,2
4465,2
4466,2
4467,0
4468,2
4469,2
4470,2
4471,2
4472,2
4473,2
4474,2
4475,2
4476,0
4477,2
4478,1
4479,2
4480,1
4481,2
4482,2
4483,0
4484,1
4485,0
4486,1
4487,2
4488,2
4489,2
4490,2
4491,1
4492,2
4493,2
4494,1
4495,0
4496,2
4497,2
4498,2
4499,0
4500,2
4501,2
4502,2
4503,1
4504,1
4505,2
4506,2
4507,0
4508,2
4509,0
4510,1
4511,2
4512,2
4513,1
4514,1
4515,1
4516,2
4517,2
4518,2
4519,2
4520,2
4521,2
4522,0
4523,0
4524,2
4525,0
4526,1
4527,2
4528,2
4529,2
4530,1
4531,2
4532,2
4533,2
4534,0
4535,1
4536,2
4537,2
4538,2
4539,1
4540,2
4541,2
4542,2
4543,2
4544,2
4545,2
4546,1
4547,2
4548,2
4549,2
4550,2
4551,2
4552,2
4553,2
4554,2
4555,2
4556,1
4557,2
4558,1
4559,2
4560,0
4561,1
4562,0
4563,2
4564,2
4565,2
4566,2
4567,2
4568,1
4569,2
4570,2
4571,2
4572,0
4573,2
4574,1
4575,2
4576,1
4577,1
4578,0
4579,2
4580,2
4581,2
4582,0
4583,2
4584,1
4585,2
4586,2
4587,2
4588,1
4589,2
4590,2
4591,2
4592,1
4593,1
4594,1
4595,2
4596,0
4597,1
4598,2
4599,2
4600,2
4601,2
4602,2
4603,2
4604,1
4605,2
4606,2
4607,1
4608,1
4609,1
4610,2
4611,1
4612,1
4613,1
4614,2
4615,2
4616,2
4617,1
4618,2
4619,2
4620,2
4621,2
4622,1
4623,2
4624,1
4625,0
4626,2
4627,1
4628,2
4629,0
4630,2
4631,1
4632,1
4633,0
4634,2
4635,2
4636,2
4637,2
4638,2
4639,0
4640,0
4641,1
4642,1
4643,2
4644,0
4645,2
4646,2
4647,1
4648,2
4649,2
4650,2
4651,2
4652,2
4653,2
4654,2
4655,2
4656,2
4657,2
4658,1
4659,1
4660,2
4661,2
4662,0
4663,1
4664,0
4665,1
4666,1
4667,0
4668,1
4669,2
4670,2
4671,2
4672,2
4673,2
4674,2
4675,0
4676,2
4677,1
4678,2
4679,1
4680,2
4681,2
4682,0
4683,1
4684,2
4685,2
4686,2
4687,2
4688,2
4689,2
4690,2
4691,0
4692,1
4693,1
4694,2
4695,2
4696,2
4697,2
4698,2
4699,1
4700,2
4701,2
4702,1
4703,2
4704,2
4705,1
4706,2
4707,0
4708,0
4709,1
4710,2
4711,1
4712,2
4713,2
4714,1
4715,2
4716,2
4717,0
4718,2
4719,0
4720,2
4721,2
4722,2
4723,2
4724,2
4725,2
4726,2
4727,2
4728,2
4729,2
4730,1
4731,2
4732,2
4733,2
4734,2
4735,1
4736,2
4737,1
4738,1
4739,2
4740,2
4741,2
4742,0
4743,2
4744,0
4745,2
4746,2
4747,1
4748,0
4749,2
4750,0
4751,1
4752,2
4753,2
4754,1
4755,2
4756,2
4757,2
4758,1
4759,2
4760,2
4761,2
4762,2
4763,2
4764,1
4765,0
4766,2
4767,2
4768,2
4769,1
4770,2
4771,1
4772,1
4773,2
4774,2
4775,0
4776,2
4777,1
4778,2
4779,1
4780,1
4781,2
4782,1
4783,2
4784,1
4785,2
4786,1
4787,0
4788,1
4789,2
4790,2
4791,2
4792,1
4793,2
4794,2
4795,2
4796,2
4797,2
